name,latitude,longitude
Stradbroke,52.31819,1.27278
Strachur,56.1693400,-5.06458
Strachan,57.02004,-2.54291
Stracathro,56.77757,-2.61525
Strabane,54.8237300,-7.46916000
Stowting,51.13581,1.03616
Stow on the Wold,51.93008,-1.72382000
Stowmarket,52.18893,0.99774
Stowford,50.65,-4.21667
Stowey,51.33664,-2.57936
Stowell,51.00056,-2.45389000
Stowe,52.8333300,-2.0
Stow cum Quy,52.22317,0.225219998
Stowbridge,52.63678,0.37773
Stow Bedon,52.527809999999995,0.88122000
Stow,55.6935704,-2.86414000
Stow,53.3274,-0.67575
Stow,52.35,-3.01667
Stourton Caundle,50.93339,-2.40711
Stourton,51.105,-2.31556
Stour Provost,50.9925400,-2.29267
Stourport-on-Severn,52.33976,-2.28034000
Stourpaine,50.8846400,-2.19797
Stourbridge,52.456080,-2.14317
Stoupe Brow,54.4,-0.53333
Stoul,56.9859,-5.69741
Stoughton,51.25407,-0.59592
Stoughton,50.89605,-0.86114
Stottesdon,52.44101,-2.48385
Stotfold,52.01632,-0.232090000
Stotfield,57.7,-3.28333000
Storrington,50.91765,-0.45473
Stornoway,58.20925,-6.38649
Stopsley,51.89736,-0.389240000
Stopham,50.96054,-0.5409
Stoodleigh,50.9588,-3.53626996
Stony Stratford,52.05682,-0.85281000
Stoney Middleton,53.27525,-1.65555
Stonyford,54.5666705,-6.11667
Stony Cross,50.9,-1.63333
Stonnall,52.63326,-1.89439000
Stonham Aspal,52.19104,1.12258
Stoneywood,57.1833300,-2.16667
Stoney Stanton,52.5483900,-1.2793
Stoneykirk,54.8358,-4.97904
Stone,51.45032,0.2647
Stonesfield,51.8514200,-1.4296
Stonesby,52.81345,-0.7802
Stoneleigh,52.35,-1.51667
Stonehouse,55.69435,-3.9878
Stonehouse,51.75,-2.28333
Stonehaven,56.96365,-2.21177
Stonegrave,54.19149,-0.99382
Stonefort,54.5,-7.9
Stonefield,55.88975,-5.4188300
Stone,52.9059,-2.15409
Stone,52.36667,-2.2
Stone,51.8024606,-0.87032000
Stone,51.65583,-2.45694000
Stone,51.0,0.76667
Stondon,52.0015,-0.31933
Stolford,51.19942,-3.10672998
Stoke upon Tern,52.85,-2.53333
Stokesley,54.469980,-1.1933
Stokesby,52.63887,1.59179
Stokesay,52.42828,-2.82997
Stoke Saint Milborough,52.4333300,-2.63333
Stoke Saint Gregory,51.040286,-2.93111
Stoke Rivers,51.10167,-3.95252
Stoke Prior,52.29978,-2.08034
Stoke Prior,52.2,-2.7
Stoke Poges,51.54441,-0.5888
Stoke-on-Trent,53.00415,-2.18538
Stokenham,50.27448,-3.67493000
Stoke Newington,51.5624604,-0.07401
Stokenchurch,51.65831,-0.8974
Stoke Mandeville,51.78606,-0.79157
Stoke Lyne,51.95115,-1.1764
Stoke Lacy,52.14954,-2.55089000
Stokeinteignhead,50.5243,-3.53045
Stoke Holy Cross,52.5703,1.29484
Stoke Hammond,51.95675,-0.71900000
Stokeham,53.28315,-0.82555
Stoke Goldington,52.13133,-0.77813999
Stoke Golding,52.5706,-1.41124
Stoke Gifford,51.51686,-2.54053
Stoke Gabriel,50.40328,-3.62111
Stoke Fleming,50.32508,-3.59862
Stoke Ferry,52.57051,0.5132
Stoke Edith,52.06275,-2.58016
Stoke Doyle,52.46496,-0.493689996
Stoke D'Abernon,51.31924,-0.38538
Stoke Climsland,50.5473400,-4.31678000
Stoke Canon,50.77146,-3.50773000
Stoke-by-Nayland,51.99047,0.89086
Stoke by Clare,52.06241,0.53833
Stoke Bliss,52.26355,-2.50356
Stoke Albany,52.4817900,-0.8129
Stoke Abbott,50.80364,-2.77765
Stoke,53.25,-2.86667
Upper Stoke,51.44679,0.61824
Stogursey,51.17972,-3.14194
Stogumber,51.1277200,-3.29145
Stoer,58.2024,-5.33827
Stockton on Teme,52.3038,-2.41837
Stockton-on-Tees,54.568480,-1.3187
Stockton,52.48333,1.51667
Stockton,52.271809999999995,-1.36055
Stockton,52.25,-2.7
Stocksfield,54.9402605,-1.90398
Stocksbridge,53.4824900,-1.59372999
Stockport,53.40979,-2.15761
Stocklinch,50.95125,-2.88052
Stockleigh Pomeroy,50.8206400,-3.59719000
Stockleigh English,50.8452,-3.63539
Stockland,50.8368,-3.07342
Stocking Pelham,51.94149,0.111709999
Stockingford,52.51667,-1.5
Stockerston,52.569080,-0.7665
Stockcross,51.4143,-1.37578
Stockbury,51.32543,0.64018999
Stockbriggs,55.6,-3.91667
Stockbridge,51.11398,-1.48838999
Stock,51.663509999999995,0.44263
Stoborough,50.67514,-2.11069
Stobo,55.62555,-3.29743000
Stixwould,53.17734,-0.243819998
Stivichall,52.38503,-1.5132
Stittenham,57.75,-4.26666995
Stithians,50.1887,-5.17807
Stisted,51.89199,0.61459
Stirling,56.11903,-3.93681995
Stilton,52.4878800,-0.288940000
Stillington,54.6052900,-1.42191
Stillington,54.1028,-1.10919
Stillingfleet,53.8606,-1.09827
Stifford,51.48333,0.31667
Stiffkey,52.9491,0.93281
Stickney,53.0894900,0.00545
Sticklepath,50.73333,-3.93333
Stickford,53.1196900,0.02912
Stichill,55.63757,-2.45985
Stibbard,52.8154206,0.93922999
Steyning,50.8874400,-0.32787
Stewkley,51.9274400,-0.76381
Stewartstown,54.57734,-6.6767699
Stewarton,55.67986,-4.51435
Stewartfield,56.6,-3.68333
Stevington,52.168485,-0.55515
Steventon,51.62473,-1.32145
Steventon,51.22995,-1.21807
Stevenston,55.6397,-4.75339000
Stevenage,51.90224,-0.20256
Stetchworth,52.2,0.4
Steart,51.20694,-3.04472
Stepps,55.88899,-4.1521
Steppingley,52.00758,-0.52855
Stepney,51.5175,-0.04292
Stepaside,51.7348400,-4.69367
Stenton,55.95,-2.6
Stenscholl,57.633330,-6.23333000
Stenigot,53.311630,-0.11342
Stelling,51.18333,1.06667
Stein,57.51667,-6.5666699
Steeton,53.883330,-1.95
Steeple Morden,52.06648,-0.1248
Steeple Langford,51.13649,-1.94807
Steeple Claydon,51.93643,-0.98327999
Steeple Bumpstead,52.0434606,0.448080000
Steeple Aston,51.92749,-1.31106000
Steeple Ashton,51.31033,-2.13538
Steeple,51.69278,0.802
Steep,51.02277,-0.94212000
Steens Bridge,52.21667,-2.66667
Stedham,50.99447,-0.77118999
Stechford,52.48464,-1.81
Stebbligrind,60.2,-1.3
Stebbing,51.89111,0.41422
Staythorpe,53.076870,-0.87575
Staylittle,52.51667,-3.65
Staxigoe,58.45415,-3.05878
Stawley,50.9958,-3.33725997
Stawell,51.14033,-2.90521
Staverton,52.24491,-1.21043
Staverton,51.91134,-2.16062
Staverton,50.46667,-3.7
Staveley,54.37661,-2.81791
Staveley,54.05,-1.45
Staveley,53.26667,-1.35
Staunton on Wye,52.10207,-2.92074000
Staunton in the Vale,52.9843900,-0.80109
Staunton,52.23333,-2.93332998
Staunton,51.96667,-2.31667000
Staunton,51.81667,-2.65
Stathern,52.87203,-0.85522000
Startforth,54.538509999999995,-1.93015999
Starcross,50.6273400,-3.44796998
Starbotton,54.1690206,-2.07264000
Starbeck,53.99944,-1.49899
Stapleton,52.633330,-2.78333
Stapleton,51.4848,-2.55291
Staplehurst,51.1611,0.55248999
Staple Hill,51.4830605,-2.50333
Stapleford Tawney,51.66667,0.16667
Stapleford Abbots,51.6315,0.17501
Stapleford,53.1,-0.68333
Stapleford,52.9166706,-1.26667
Stapleford,52.75541,-0.79943
Stapleford,51.83641,-0.103340000
Stapleford,51.11667,-1.9
Staple Fitzpaine,50.95961,-3.04942
Staplefield,51.03805,-0.18145
Staplecross,50.97356,0.53576
Staple,51.26299,1.25476
Stanwix,54.90569,-2.94134000
Stanwick,52.33198,-0.56348
Stanwell,51.45414,-0.47812
Stanway,51.98333,-1.91667
Stanton upon Hine Heath,52.81174,-2.64077000
Stanton St Quintin,51.51778,-2.13528
Stanton Saint John,51.7796,-1.16304
Stanton Long,52.5118800,-2.63105
Stanton Lacy,52.40483,-2.74255997
Stanton in Peak,53.17487,-1.63954000
Stanton Harcourt,51.7491900,-1.40178999
Stanton Gate,52.95,-1.28332999
Stanton Fitzwarren,51.6119995,-1.74455
Stanton by Dale,52.937320,-1.30931
Stanton,53.0,-1.81667
Stanton,52.32325,0.88354
Stanton,52.00626,-1.90094
Stansted Mountfitchet,51.9,0.2
Stansted,51.33587,0.3059
Stanstead Abbotts,51.78642,0.01175
Stanstead,52.11101,0.69235
Stannington,55.1086205,-1.66855
Stannington,53.39305,-1.54521
Stanningley,53.806680,-1.66709000
Stanningfield,52.17537,0.75336
Stanmore,51.61667,-0.31667
Stanmer,50.87065,-0.10265
Stanlow,52.5833300,-2.3
Stanley,56.4854,-3.45184000
Stanley,53.7139,-1.47582000
Stanley,52.95867,-1.37956000
Stanion,52.4748204,-0.65549
Stanhope,54.75,-2.01667
Stanhoe,52.9008900,0.68398
Stanground,52.5543606,-0.2211
Stanford Rivers,51.6851900,0.21735
Stanford on Teme,52.29016,-2.43627
Stanford on Soar,52.79186,-1.19596000
Stanford on Avon,52.4,-1.13333
Stanford-le-Hope,51.52274,0.43422
Stanford in the Vale,51.63969,-1.50652
Stanford Bishop,52.1654400,-2.45502
Stanford,52.51667,0.73333
Stanford,51.10228,1.03983999
Standon,52.9166706,-2.28333
Standon,51.8838306,0.0246300000
Standlake,51.7269,-1.42436
Standish,53.5833300,-2.66667
Standish,51.76667,-2.28333
Stanbridge,51.9086400,-0.59815
Stamfordham,55.04335,-1.87978
Stamford Bridge,53.9885,-0.91547000
Stamford Bridge,53.2,-2.8
Stamford,52.65,-0.483330000
Stambourne,52.02057,0.50791999
Stalybridge,53.4841400,-2.05908
Stallingborough,53.58675,-0.18489
Stalisfield,51.24263,0.80956000
Stalham,52.7707900,1.51783
Stalbridge,50.95807,-2.37548
West Hagley,52.41667,-2.15
Staithes,54.55904,-0.79258000
Stair,55.4782705,-4.47337
Stainton le Vale,53.43249,-0.23404
Staintondale,54.371330,-0.47805
Stainton,54.52004,-1.25682
Stainton,54.3651606,-1.83884000
Stainton,53.4333300,-1.16667
Stainsacre,54.4626800,-0.59223
Stainland,53.6706800,-1.88432
Stainforth,54.10103,-2.27510997
Stainforth,53.6,-1.03332999
Stainfield,53.23333,-0.35
Staines,51.43092,-0.50606000
Staindrop,54.5810205,-1.80708
Staincross,53.594130,-1.5115
Stainby,52.7966400,-0.65216000
Stainburn,53.9333300,-1.61667
Stainborough,53.5262300,-1.518
Stagshaw Bank,55.01667,-2.01667
Stagsden,52.13046,-0.56678000
Staffordstown,54.716670,-6.38333
Stafford,52.805209999999995,-2.11636
Staffin,57.6240800,-6.20659
Stadhampton,51.681309,-1.13137998
Staddlethorpe,53.7438800,-0.73243
Stackpole,51.62982,-4.9149699
Square,54.216670,-6.03333
Spurstow,53.1079800,-2.6632
Sprucefield,54.480509999999995,-6.0454
Sproxton,52.81041,-0.73488
Sprowston,52.65,1.33333
Sprouston,55.6079800,-2.39093
Sproughton,52.0623306,1.09499
Sprotbrough,53.513880,-1.1885
Sproatley,53.79379,-0.1913
Springthorpe,53.39674,-0.68443
Springside,55.6151400,-4.59061995
Springmount,54.95,-6.3166699
Springholm,55.0101800,-3.86861
Springfield,56.29509,-3.0612
Springfield,54.6,-5.96667
Springfield,53.633330,-2.66667
Springburn,55.89015,-4.23324
Spridlington,53.3483300,-0.48694
Spreyton,50.75553,-3.84504
Spratton,52.32447,-0.95386
Spott,55.970830,-2.52644
Sporle,52.66573,0.73226
Spooner Row,52.53379,1.08952999
Spon End,52.40834,-1.52696
Spondon,52.918430,-1.40385
Spofforth,53.9542704,-1.44848
Splot,51.48333,-3.13333
Spixworth,52.68529,1.32027
Spittal of Glenshee,56.8116900,-3.4631
Spittal,55.7582800,-1.99427998
Spittal,51.86889,-4.9425
Spital in the Street,53.39826,-0.54789
Spitalfields,51.5202,-0.07436
Spinningdale,57.87786,-4.23485
Spilsby,53.17363,0.09373
Spexhall,52.36837,1.4926
Spetisbury,50.82054,-2.12515997
Spetchley,52.18379,-2.15367
Spennymoor,54.6988,-1.60229
Spennithorne,54.29716,-1.79193
Spelsbury,51.89223,-1.49353999
Speldhurst,51.15076,0.219469997
Speke,53.340709999999994,-2.841
Speeton,54.15575,-0.242209998
Speen,51.41206,-1.34381
Spean Bridge,56.8915704,-4.91982
Spaxton,51.12523,-3.10724
Sparsholt,51.07786,-1.37913
Sparkford,51.03528,-2.55972
Sparham,52.73486,1.06725
Spanby,52.92926,-0.37424
Spaldwick,52.34179,-0.34435
Spaldington,53.7927300,-0.84898999
Spalding,52.78709,-0.15141
Sowerby Bridge,53.7090300,-1.90929000
South Zeal,50.7260400,-3.91276996
South Wraxall,51.3818200,-2.24235997
South Wootton,52.77403,0.43775
Southwold,52.32721,1.68017000
South Witham,52.7647605,-0.62811000
South Wingfield,53.09593,-1.43998
South Willingham,53.33421,-0.20801
South Widcombe,51.3075,-2.6025
Southwick,54.9186606,-1.40196
Southwick,51.29694,-2.2325
Southwick,50.87412,-1.11185
Southwick,50.83684,-0.23844
South Wheatley,53.35,-0.85
Southwell,53.07804,-0.95537999
Southwell,50.53333,-2.43332998
Southwater,51.02369,-0.351730000
Southwark,51.5,-0.08333
South Walsham,52.6648,1.49732
Southwaite,54.79841,-2.85996
South Tullich,56.283330,-5.1
Southtown,52.6,1.73333
Tidworth,51.23142,-1.66324
South Thoresby,53.27126,0.09845
South Tawton,50.7338,-3.90976995
South Stoneham,50.93333,-1.36667
South Stoke,52.8333300,-0.58333
South Stoke,51.54954,-1.13228
South Stainley,54.0646606,-1.53579
South Somercotes,53.42253,0.12987
South Shields,54.99859,-1.4323
Southsea,50.79205,-1.08592998
South Scarle,53.16659,-0.73608000
Southrop,51.72995,-1.71196
Southrey,53.18415,-0.29802
South Reston,53.3274605,0.104720000
South Raynham,52.7789704,0.78491
Southport,53.64581,-3.01008
South Pool,50.24942,-3.7186
South Pickenham,52.604180,0.7411
South Petherwin,50.61137,-4.39012
South Petherton,50.94829,-2.80708
South Perrott,50.85818,-2.75127
Southowram,53.7098800,-1.83181
South Otterington,54.2821,-1.4269
Southorpe,52.61055,-0.40512
Southoe,52.26548,-0.26745
South Ockendon,51.50799,0.28333
South Nutfield,51.01667,-0.13333
South Norwood,51.3994400,-0.074689999
South Normanton,53.10637,-1.34262000
South Newton,51.10653,-1.87527998
South Newington,51.99535,-1.40865
South Newbald,53.81211,-0.60305
South Muskham,53.1069,-0.82119
South Mundham,50.79574,-0.75548
South Moreton,51.58899,-1.19056
South Moor,54.85,-1.7
South Molton,51.01667,-3.83333
Southminster,51.662286,0.82968
South Mimms,51.6958606,-0.232730000
South Milton,50.2702,-3.82556
South Milford,53.77672,-1.24609
South Marston,51.58918,-1.71939000
South Luffenham,52.608570,-0.61232
South Lopham,52.39289,0.99976
South Littleton,52.11416,-1.89014000
South Leverton,53.31969,-0.82568999
South Leigh,51.77578,-1.43354
Southleigh,50.73333,-3.13333
South Lancing,50.82405,-0.32315
South Kyme,53.031920,-0.25131
South Kilvington,54.24938,-1.34817
South Killingholme,53.5666705,-0.23333
South Kessock,57.4930800,-4.24
South Kensington,51.49437,-0.17321
South Kelsey,53.47025,-0.43099
Southill,52.06431,-0.323580000
South Hykeham,53.17009,-0.60147
South Hinksey,51.73405,-1.26369
South Hill,50.53333,-4.35
South Hetton,54.79906,-1.40671000
South Hayling,50.7877306,-0.97697000
South Harting,50.96924,-0.88387999
South Hanningfield,51.65014,0.51686999
Southgate,51.61667,-0.1
Southfleet,51.41628,0.32032
South Ferriby,53.6760300,-0.50474
South Fawley,51.5188400,-1.43878
Southery,52.52714,0.38783
South Erradale,57.6766704,-5.78368
Southerndown,51.45278,-3.61166997
Southend-on-Sea,51.53782,0.71433
Southend,55.3166705,-5.63333
South Elmsall,53.59709,-1.28034
South Elkington,53.37701,-0.0525799995
South Dell,58.466670,-6.3
Southdean,55.366670,-2.58333
South Dalton,53.8955,-0.5301
South Crossaig,55.7,-5.45
South Crosland,53.608120,-1.82742
South Creake,52.8849300,0.76547
South Cowton,54.41254,-1.5713
South Cove,52.37057,1.66683
South Cornelly,51.51113,-3.70351997
South Collingham,53.133330,-0.76667
South Cockerington,53.38176,0.075970000
South Cobbinshaw,55.8,-3.75
South Clifton,53.22217,-0.76965
South Cheriton,51.01972,-2.43889000
South Charlton,55.4758,-1.74210998
South Cerney,51.6731900,-1.93097
South Cave,53.76987,-0.60107
South Carlton,53.26667,-0.58333
South Cadbury,51.02867,-2.52556
Southburn,53.97616,-0.49272
Southburgh,52.60406,0.94516
South Brewham,51.1230605,-2.40167
South Brent,50.42654,-3.83426
Southbourne,50.85305,-0.90766
Southbourne,50.72211,-1.78425
Southborough,51.16035,0.25732
South Benfleet,51.55295,0.55962
South Beach,52.88233,-4.41385
South Barrow,51.04833,-2.57056
South Bank,54.5666705,-1.15
Southampton,50.90395,-1.40428
Southam,52.25266,-1.3884
Southam,51.92924,-2.04028
Southall,51.5089605,-0.3713
South Acre,52.6833300,0.68333
Soutergate,54.22291,-3.18595997
Sourton,50.6942,-4.07587
Sourlies,57.0,-5.5
Souldrop,52.24483,-0.55747
Souldern,51.9796200,-1.2406
Soulby,54.491180,-2.38764
Soulbury,51.93577,-0.71804
Sotwell,51.61578,-1.15932000
Sotterley,52.40634,1.60263
Sotherton,52.358786,1.58392
Sotby,53.293409999999994,-0.19316
Sorn,55.51039,-4.28881
Sorisdale,56.6817400,-6.45653
Sorbie,54.791909999999994,-4.43377
Sopworth,51.57442,-2.25119000
Sopley,50.77278,-1.77990999
Sookholme,53.1833300,-1.18333
Sonning,51.474109,-0.91212
Sompting,50.83462,-0.34238
West Somerton,52.72035,1.65297
Somerton,51.954209,-1.27613
Somerton,51.05472,-2.73389
Somersham,52.38333,0.0
Somersham,52.0960700,1.05022000
Somersby,53.2343,0.01202
Somersal Herbert,52.9139900,-1.79655
Somerleyton,52.515020,1.65267
Somerford Keynes,51.6549606,-1.97307
Somerby,53.5455900,-0.399109996
Somerby,52.68741,-0.85007000
Solva,51.87404,-5.19683
Sollom,53.66265,-2.82609
Sollas,57.65,-7.35
Solihull,52.41426,-1.78094000
Sole Street,51.38555,0.378430000
Soham,52.33543,0.33654
Soberton,50.93634,-1.13366000
Snowshill,52.002109999999995,-1.8607
Snodland,51.32971,0.44305
Snitterfield,52.23705,-1.69069000
Snitterby,53.43962,-0.51968
Snitter,55.32484,-1.96230998
Snettisham,52.87882,0.50098999
Snetterton,52.47583,0.92912000
Snelston,52.98791,-1.77531
Snelland,53.3100300,-0.39135
Sneinton,52.95159,-1.1315
Sneaton,54.4232,-0.62416
Snead,52.523109,-3.00822997
Snave,51.03352,0.86964
Snargate,51.0222900,0.83651000
Snarestone,52.68045,-1.49478
Snaresbrook,51.58432,0.01923
Snape,52.17096,1.50047
Snaith,53.69112,-1.02859
Snainton,54.22758,-0.58659
Snailwell,52.28092,0.40898
Smithy Bridge,53.633,-2.11375996
Smisby,52.7682400,-1.48427
Smethwick,52.492680,-1.96745
Smeeth,51.11861,0.95932999
Smeafield,55.63224,-1.85401
Smarden,51.1492,0.68742
Smardale,54.46585,-2.40309
Small Heath,52.4681400,-1.85432
Smalley,52.9985400,-1.39462
Smallburgh,52.76876,1.45088
Smailholm,55.6197204,-2.56031
Slough,51.50949,-0.59541
Slioch,57.4166706,-2.73333
Slingsby,54.16429,-0.93443999
Slinfold,51.07209,-0.40658
Slindon,52.883330,-2.26667
Slindon,50.86627,-0.63291999
Slimbridge,51.73104,-2.37888
Sliddery,55.4555704,-5.27278
Slickly,58.5833300,-3.2
Sleights,54.4550606,-0.66484
Sleightholme,54.48333,-2.06667000
Sledmere,54.07135,-0.5766
Sleaford,52.9982605,-0.40941
Slawston,52.54245,-0.85362
Slaughterford,51.46411,-2.23170996
Slaugham,51.03859,-0.207709998
Slateford,55.92805,-3.24346
Slapton,52.11607,-1.06485
Slapton,51.87784,-0.64412
Slapton,50.29268,-3.65646997
Slamannan,55.9372900,-3.83311
Slaley,54.913680,-2.03710998
Slaithwaite,53.6232605,-1.88380998
Slaidburn,53.96618,-2.4383
Slaggyford,54.8663205,-2.50369
Slaggan,57.883330,-5.63333
Slade Green,51.4672200,0.1911
Skye of Curr,57.3,-3.66667
Skullomie,58.5158,-4.37429
Skudiburgh,57.58622,-6.37751
Skirwith,54.68505,-2.59397997
Skirpenbeck,54.00385,-0.86212000
Skirling,55.6359400,-3.46806995
Skirbeck Quarter,52.95,-0.0166699997
Skirbeck,52.966670,0.0
Skipwith,53.83825,-0.99257999
Skipton,53.96144,-2.01675997
Skipsea,53.97674,-0.22084
Skipness,55.76653,-5.3472300
Skinningrove,54.569080,-0.89869
Skinidin,57.4380300,-6.63413995
Skinburness,54.89043,-3.36525
Skillington,52.8224800,-0.67085
Skilgate,51.03629,-3.44508000
Skidby,53.78921,-0.461310000
Skewen,51.66035,-3.84994
Skerries,54.26667,-6.83333
Skerne,53.9836300,-0.40688
Skenfrith,51.87786,-2.79
Skendleby,53.2050400,0.1453
Skelton,54.71114,-2.87996
Skelton,54.560620,-0.98825
Skelton,54.0,-1.13333
Skelton,53.72521,-0.84187000
Skelsmergh,54.3333300,-2.7
Skelmorlie,55.8695,-4.88475
Skelmersdale,53.55024,-2.77347997
Skelmanthorpe,53.590570,-1.65173
Skellow,53.58741,-1.20557999
Skellingthorpe,53.23531,-0.61905
Skelbo,57.92725,-4.04271
Skegoniel,54.616670,-5.9333300
Skegness,53.14362,0.3363
Skigersta,58.47341,-6.21135
Skegby,53.133330,-1.25
Skeffling,53.6535800,0.07384
Skeffington,52.617680,-0.90213999
Skeabost,57.45,-6.3166699
Skateraw,57.033330,-2.15
Skateraw,55.966670,-2.41667
Skaill,58.5833300,-3.68333
Skail,58.383330,-4.2
Sizewell,52.21405,1.61794
The Six Towns,54.75,-6.86667
Six Road Ends,54.6288400,-5.63221
Sixmilecross,54.5565400,-7.11837
Six Mile Bottom,52.1881900,0.30672
Sixhills,53.366670,-0.23333
Sittingbourne,51.34128,0.73282
Siston,51.47444,-2.45
Sissinghurst,51.10905,0.56
Sirhowy,51.78378,-3.23857
Sion Mills,54.7875204,-7.4727600
Sinnington,54.2621900,-0.85837999
Singleton,50.91158,-0.75376999
Sinderby,54.2319205,-1.47209
Sinclairtown,56.1261705,-3.14000997
Simpson,52.01667,-0.7
Simonsbath,51.13961,-3.75441996
Simonburn,55.05744,-2.20301
Silvington,52.41667,-2.56667000
Silvertown,51.50343,0.03669
Silverton,50.81667,-3.48333000
Silverstone,52.09216,-1.02602000
Silverdale,54.1666706,-2.81667000
Silverdale,53.01667,-2.28333
Silton,51.06222,-2.31305997
Silsoe,52.00854,-0.424839994
Silsden,53.91443,-1.93802
Silloth,54.8687,-3.38448000
Silk Willoughby,52.972780,-0.428469996
Silksworth,54.87021,-1.4211
Silkstone,53.5480800,-1.56381000
Silian,52.14079,-4.09176995
Silecroft,54.2256,-3.33461
Sileby,52.7328605,-1.10772999
Silchester,51.3535605,-1.10061
Sighthill,55.9226300,-3.2853
Sigglesthorne,53.89833,-0.243780000
Sidmouth,50.6909400,-3.2397
Sidley,50.85735,0.46784
Sidlesham,50.77383,-0.78638
Sidestrand,52.9073400,1.3583
Siddington,53.23333,-2.23333
Siddington,51.68333,-1.95
Siddick,54.66477,-3.55096995
Sidcup,51.4261900,0.1036
Sidcot,51.31388,-2.82262998
Sidbury,50.71953,-3.22028
Sicklinghall,53.9306,-1.45059
Sibton,52.2750400,1.45741
Sibson,52.604920,-1.47843
Sibsey,53.03858,0.0157900000
Sible Hedingham,51.97772,0.59262
Sibdon Carwood,52.443030,-2.86615
Sibbertoft,52.437320,-0.99941
Shuttington,52.645820,-1.62804
Shute,50.76667,-3.06667000
Shustoke,52.51319,-1.66237000
Shurdington,51.86264,-2.1206
Shugborough,52.8,-2.01667
Shudy Camps,52.07502,0.36332
Shropham,52.5001,0.92402999
Shrivenham,51.59853,-1.65461
Shrewton,51.19194,-1.90264
Shrewsbury,52.71009,-2.75208
Shrewley,52.30296,-1.68861
Shrawley,52.2840400,-2.29152000
Shrawardine,52.732,-2.89040997
Shouldham Thorpe,52.64306,0.458339997
Shouldham,52.65254,0.47494
Shotwick,53.2393800,-2.99056
Shotton,54.783330,-1.36667
Shottisham,52.0515900,1.38282000
Shotteswell,52.1064306,-1.3793
Shottery,52.18333,-1.71667000
Shottermill,51.08676,-0.73643
Shotley Gate,51.95789,1.26877000
Shotley Bridge,54.8713,-1.85075
Shotley,51.9695,1.25047
Shotesham Saint Mary,52.533330,1.3
Shotesham All Saints,52.533330,1.31667
Shorwell,50.64448,-1.35487999
Shorne,51.41363,0.43044
Shorncliffe Camp,51.08333,1.15
Shoreham-by-Sea,50.83413,-0.27431
Shoreham,51.3334,0.17801
Shoreditch,51.5250900,-0.07695
Shopford,55.05,-2.68332998
Shooters Hill,51.4692,0.06697
Shootend,51.05,-1.75
Sholing,50.90043,-1.35381
Sholden,51.222409,1.37296
Shoeburyness,51.53395,0.78089
Shocklach,53.03694,-2.83853
Shobdon,52.25116,-2.88325
Shiskine,55.5189204,-5.30745
Shirwell,51.118109999999994,-4.00651
Shirramore,57.033330,-4.4
Shirley,52.9701204,-1.6755
Shirley,51.37762,-0.04961
Shirland,53.12155,-1.40463999
Shireshead,53.9537606,-2.76143
Shireoaks,53.3260704,-1.16562
Shirenewton,51.6391400,-2.75368
Shirehampton,51.4892,-2.6753
Shirebrook,53.20333,-1.21336
Shirburn,51.6571400,-0.99113
Shipton under Wychwood,51.86035,-1.59847
Shipton Moyne,51.60389,-2.15889
Shipton,54.0226,-1.15527999
Shiptonthorpe,53.87928,-0.70609
Shipton,52.51667,-2.48333
Shipston on Stour,52.06057,-1.62778
Shipley,53.8333300,-1.76667
Shipley,50.98529,-0.37087
Shiplake,51.50062,-0.9026
Shipham,51.31428,-2.8001
Shipdham,52.629230,0.88577000
Shipbourne,51.24658,0.279769996
Shinness,58.0833300,-4.46667
Shingay,52.1,-0.08333
Shinfield,51.40542,-0.94534
Shincliffe,54.76005,-1.55056
Shimpling,52.40248,1.16774
Shimpling,52.12927,0.71737
Shilton,52.45604,-1.40659
Shilton,51.774609,-1.6146
Shillington,51.99344,-0.36006
Shillingstone,50.89567,-2.24495
Shillingford,51.63123,-1.14103
Shildon,54.629970,-1.64295
Shilbottle,55.37099,-1.6882
Shifnal,52.67043,-2.37248
Shield Row,54.866670,-1.7
Shieldhall,55.86765,-4.34624
Shieldaig,57.68878,-5.6817199
Shieldaig,57.5219800,-5.65115
Shiel Bridge,56.75,-5.8
Shide,50.69184,-1.29171000
Sheviock,50.3728400,-4.29389
Shevington,53.5723606,-2.69315998
Sherston,51.57205,-2.21278
Sherrigrim,54.5666705,-6.75
Shernborne,52.861770,0.54411999
Shermanbury,50.96005,-0.28599
Sherington,52.11172,-0.69973
Sheringham,52.9407800,1.20931
Sheriff Hutton,54.0890400,-1.00639
Sheriff Hill,54.94664,-1.58579
Sheriff Hales,52.70704,-2.35679
Sherfield upon Loddon,51.31667,-1.02757
Sherfield English,50.99972,-1.58582
Shere,51.2208605,-0.46597
Sherburn in Elmet,53.7951900,-1.2466
Sherburn Hill,54.7727,-1.47985
Sherburn,54.77606,-1.50474
Sherburn,54.1800400,-0.53027
Sherborne,51.81667,-1.75
Sherborne St John,51.29705,-1.11387000
Sherborne,50.94599,-2.51776
Shepton Mallet,51.18972,-2.54722000
Shepshed,52.7657,-1.29021
Shepreth,52.11241,0.03253
Shepperton,51.39546,-0.448889996
Shepley,53.5833300,-1.71667000
Shepherdswell,51.1871306,1.23048999
Shepherds Bush,51.505,-0.2211
Shephall,51.89391,-0.17345
Shepperdine,51.6587,-2.55368
Shenton,52.59839,-1.43292
Shenstone,52.63802,-1.84147000
Shenley Church End,52.0252200,-0.78994
